mileage,make,model,fuel,gear,offerType,price,hp,year
114425,BMW,X3,Petrol,Manual,Used,13168,106.0,2017
32959,Ford,Mondeo,Diesel,Automatic,Used,9874,129.0,2017
37487,Peugeot,508,Diesel,Manual,Used,9891,150.0,2020
69152,Audi,Q5,Petrol,Automatic,Used,10031,88.0,2013
151560,BMW,1 Series,Diesel,Manual,Used,8426,157.0,2014
92768,Skoda,Kodiaq,Electric,Manual,Used,6045,131.0,2012
31888,BMW,5 Series,Diesel,,Used,18555,112.0,2018
89888,Audi,A6,Diesel,Manual,Used,14255,179.0,2016
135575,Opel,Corsa,Petrol,Manual,Used,3622,50.0,2014
50867,Skoda,Kodiaq,Diesel,Automatic,Used,13023,106.0,2018
158168,SEAT,Arona,Petrol,Manual,Used,4376,78.0,2015
160313,Renault,Kadjar,Diesel,Semi-automatic,Used,3781,123.0,2013
112565,Toyota,RAV4,Petrol,Manual,Used,8242,163.0,2016
61971,Volkswagen,Polo,Petrol,Manual,Used,9489,65.0,2015
164478,Ford,Focus,Electric,Automatic,Demonstration,9462,273.0,2015
76893,Volkswagen,Passat,Diesel,Automatic,Used,6437,94.0,2015
75814,Volkswagen,Passat,Diesel,Manual,Used,13649,131.0,2021
205777,Mercedes-Benz,A-Class,Petrol,Manual,Used,6092,107.0,2013
137943,SEAT,Ateca,Hybrid,Automatic,Used,5435,125.0,2014
111120,Toyota,C-HR,Petrol,Manual,Used,7226,75.0,2017
57098,Peugeot,208,Petrol,Automatic,Demonstration,5027,168.0,2011
143175,SEAT,Leon,Petrol,Automatic,Used,3329,83.0,2012
113576,Peugeot,3008,Petrol,Manual,Used,5540,50.0,2017
122358,Mercedes-Benz,GLC,Electric,Automatic,Used,16629,75.0,2016
17310,Toyota,C-HR,Electric,Manual,Demonstration,17709,177.0,2018
139720,Toyota,C-HR,Petrol,Automatic,Used,4821,177.0,2012
500,BMW,1 Series,Petrol,Semi-automatic,Used,21541,50.0,2020
104455,Opel,Mokka,Electric,Automatic,Used,6248,162.0,2016
84084,Peugeot,3008,Diesel,Semi-automatic,Used,3934,50.0,2012
159567,Opel,Astra,Diesel,Automatic,Used,3763,122.0,2014
176395,Toyota,RAV4,Hybrid,Manual,Demonstration,5844,53.0,2013
88397,Hyundai,Tucson,Petrol,Manual,Used,5270,149.0,2015
108245,Opel,Astra,Diesel,Manual,Used,5032,135.0,2016
97402,Volkswagen,Tiguan,Petrol,Manual,Used,8415,153.0,2015
98467,Ford,Kuga,Petrol,Automatic,Used,5887,112.0,2016
500,Mercedes-Benz,GLC,Petrol,Manual,Used,30295,105.0,2020
36787,Opel,Astra,Petrol,Automatic,Used,9917,63.0,2021
32559,SEAT,Arona,Diesel,Manual,Demonstration,9659,64.0,2016
500,Opel,Corsa,Petrol,Manual,Used,11978,158.0,2021
25733,Mercedes-Benz,A-Class,Diesel,Manual,Used,25444,131.0,2020
22606,Audi,A6,Electric,Semi-automatic,Used,35082,119.0,2020
144531,Renault,Captur,Diesel,Manual,Used,3525,164.0,2013
82267,Volkswagen,Tiguan,Petrol,Manual,Used,8160,50.0,2015
185999,Mercedes-Benz,C-Class,Petrol,Manual,Used,7721,140.0,2014
155621,Toyota,RAV4,Petrol,Semi-automatic,Used,3672,53.0,2012
173151,BMW,1 Series,Petrol,Manual,Used,5716,172.0,2011
81903,Ford,Focus,Petrol,Automatic,Used,8018,151.0,2017
140102,Mercedes-Benz,E-Class,Petrol,Manual,Used,8252,152.0,2015
50161,BMW,5 Series,Diesel,Manual,Used,20655,82.0,2020
75471,Opel,Insignia,Diesel,Automatic,Used,8348,225.0,2018
190759,Skoda,Kodiaq,Petrol,Automatic,Used,3824,210.0,2011
500,Mercedes-Benz,GLC,Diesel,Automatic,Used,33671,148.0,2020
27460,Volkswagen,Tiguan,Petrol,Manual,Used,12056,163.0,2016
72338,BMW,5 Series,Diesel,Semi-automatic,Used,12971,97.0,2017
8081,SEAT,Ateca,Petrol,Automatic,Used,13690,73.0,2021
80293,Toyota,Yaris,Diesel,Semi-automatic,Used,10896,148.0,2018
165701,Mercedes-Benz,E-Class,Petrol,Manual,Demonstration,6994,64.0,2011
170365,Audi,A3,Diesel,Manual,Used,6481,165.0,2012
61404,Ford,Focus,Petrol,Manual,Used,6403,156.0,2015
164624,Ford,Mondeo,Diesel,Automatic,Used,3230,131.0,2011
103063,Mercedes-Benz,GLC,Petrol,Automatic,Used,10026,129.0,2012
58540,Volkswagen,Passat,Diesel,Manual,Used,9361,158.0,2019
84260,Skoda,Octavia,Petrol,Manual,Used,3764,118.0,2012
162191,Ford,Focus,Petrol,Manual,Used,3759,88.0,2012
38585,Ford,Focus,Hybrid,Manual,Used,8316,50.0,2016
136577,Audi,A6,Petrol,Automatic,Used,8365,164.0,2012
166322,Hyundai,i20,Petrol,Manual,Used,4378,123.0,2013
22958,SEAT,Leon,Petrol,Manual,Used,12559,239.0,2021
17402,Opel,Mokka,Diesel,Manual,Used,6293,107.0,2017
500,Mercedes-Benz,GLC,Petrol,Manual,Used,28160,129.0,2021
67452,Peugeot,508,Diesel,Semi-automatic,Used,4979,123.0,2014
15683,Toyota,Corolla,Petrol,Manual,Used,11799,140.0,2017
139118,Volkswagen,Passat,Diesel,Automatic,Used,5591,78.0,2013
124610,Hyundai,i20,Diesel,Automatic,Used,5711,121.0,2015
165421,Renault,Kadjar,Petrol,Automatic,Used,3197,158.0,2012
51092,BMW,3 Series,Petrol,Manual,Used,22251,99.0,2020
134583,Peugeot,3008,Diesel,Automatic,Demonstration,4953,158.0,2013
125431,BMW,X3,Petrol,Automatic,Used,8446,126.0,2013
52443,Volkswagen,Tiguan,Petrol,Manual,Used,10237,128.0,2016
89597,BMW,5 Series,Diesel,Automatic,Used,10023,176.0,2015
73753,Opel,Astra,Diesel,Manual,Used,5403,98.0,2014
90419,SEAT,Arona,Hybrid,Manual,Used,5854,50.0,2014
123112,Ford,Kuga,Electric,Manual,Used,5334,96.0,2014
10877,BMW,5 Series,Diesel,Automatic,Used,25483,93.0,2021
182265,Mercedes-Benz,E-Class,Petrol,Manual,Used,10318,50.0,2017
500,Toyota,Corolla,Diesel,Manual,Used,15742,110.0,2021
10622,Hyundai,i30,Electric,Manual,Used,18685,124.0,2021
10169,Peugeot,308,Petrol,Manual,Used,10964,158.0,2018
16427,BMW,5 Series,Diesel,Manual,Used,22281,63.0,2020
137852,Peugeot,308,Diesel,Automatic,Used,3247,125.0,2012
44571,Renault,Clio,Petrol,Manual,Used,10640,166.0,2021
74262,Skoda,Kodiaq,Diesel,Semi-automatic,New,8389,84.0,2016
53304,BMW,3 Series,Petrol,Automatic,New,23071,151.0,2018
119939,Hyundai,i20,Petrol,Automatic,Used,4313,194.0,2013
100963,Opel,Astra,Petrol,Automatic,Used,3671,50.0,2012
7176,Volkswagen,Tiguan,Petrol,Manual,Used,13660,126.0,2020
91632,Mercedes-Benz,E-Class,Diesel,Automatic,Used,13236,176.0,2015
152584,Ford,Fiesta,Diesel,Manual,Used,4109,90.0,2012
79563,Volkswagen,Polo,Diesel,Manual,Used,11891,174.0,2018
156789,Audi,A3,Petrol,Manual,Used,5254,134.0,2011
96174,Opel,Corsa,Diesel,Automatic,Demonstration,5589,204.0,2015
500,Hyundai,i20,Petrol,Automatic,Used,13411,153.0,2018
78891,BMW,1 Series,,Manual,Used,17209,195.0,2018
80644,Skoda,Octavia,Petrol,Automatic,Used,6827,138.0,2015
131149,Toyota,Corolla,Petrol,Manual,Used,5443,50.0,2015
76075,Peugeot,508,Diesel,Manual,Used,8569,86.0,2020
128423,Hyundai,Kona,Diesel,Manual,Used,3435,153.0,2013
129184,Mercedes-Benz,A-Class,Petrol,Automatic,Used,8415,165.0,2011
149416,Peugeot,208,Diesel,Manual,Used,3594,92.0,2012
57205,Hyundai,i30,Petrol,Manual,Used,9674,194.0,2019
78957,Audi,A3,,Manual,Used,11800,94.0,2016
145259,Opel,Insignia,Diesel,Automatic,Used,3523,141.0,2011
169724,Skoda,Fabia,Petrol,Automatic,Used,4053,141.0,2012
182415,Opel,Insignia,Diesel,Manual,Used,2472,50.0,2011
32880,Audi,A6,Diesel,Automatic,Used,18083,123.0,2019
32108,Hyundai,Kona,Hybrid,Automatic,Used,8952,232.0,2016
180973,Hyundai,i30,,Manual,Used,3288,63.0,2011
108144,Ford,Mondeo,Diesel,Manual,Demonstration,6158,135.0,2013
82502,Peugeot,308,Hybrid,Automatic,Used,6513,74.0,2017
80291,Ford,Kuga,Diesel,Manual,Used,7273,69.0,2017
500,Peugeot,3008,Hybrid,Manual,Used,10264,50.0,2020
167838,SEAT,Arona,Petrol,Automatic,Used,3079,162.0,2011
183009,Opel,Corsa,Diesel,Automatic,Used,2389,81.0,2011
187300,BMW,1 Series,Petrol,Automatic,Used,6176,177.0,2011
109108,SEAT,Leon,Petrol,Automatic,Used,4315,100.0,2015
500,Audi,A4,Diesel,Manual,Used,24600,118.0,2018
104698,Mercedes-Benz,E-Class,Diesel,Automatic,Used,15364,146.0,2018
149386,Mercedes-Benz,A-Class,Petrol,Manual,Used,8653,50.0,2013
17884,Hyundai,Tucson,Diesel,Automatic,Used,12119,136.0,2018
32428,BMW,3 Series,Diesel,Manual,New,27355,128.0,2018
143093,Peugeot,508,Diesel,Manual,Used,4630,158.0,2013
68792,Toyota,C-HR,Petrol,Manual,Used,9686,70.0,2019
87921,Volkswagen,Golf,Diesel,Automatic,Used,7882,87.0,2015
193893,SEAT,Arona,Petrol,Manual,New,3322,135.0,2011
42253,Skoda,Superb,Diesel,Automatic,Used,8845,188.0,2015
8514,Ford,Focus,Diesel,Manual,Used,12947,86.0,2019
500,Renault,Megane,Petrol,Manual,Used,10472,56.0,2018
103591,Ford,Mondeo,Diesel,Automatic,Used,4949,108.0,2013
97783,Opel,Corsa,Petrol,Manual,Used,5544,67.0,2019
177023,Opel,Mokka,Diesel,Automatic,Used,3743,142.0,2015
98211,Peugeot,308,Petrol,Semi-automatic,Used,4854,61.0,2016
142655,SEAT,Ibiza,Diesel,Automatic,Used,3480,164.0,2011
7243,Ford,Fiesta,Petrol,Manual,Demonstration,17677,125.0,2021
46567,Hyundai,Tucson,Diesel,Automatic,Used,12780,174.0,2020
80296,Peugeot,3008,Electric,Automatic,Used,6683,50.0,2013
54963,Hyundai,Kona,Diesel,Automatic,Used,7931,50.0,2017
95221,Renault,Clio,Diesel,Automatic,Used,8825,186.0,2019
53400,Ford,Mondeo,Petrol,Manual,Used,7628,78.0,2016
108784,Peugeot,3008,,Automatic,Used,4090,56.0,2013
15462,Audi,A3,Petrol,Manual,Used,22161,106.0,2021
144910,Audi,Q5,Petrol,Automatic,Used,6105,133.0,2013
98125,Opel,Corsa,Petrol,Automatic,Used,3776,116.0,2014
107694,Hyundai,Tucson,Petrol,Automatic,Used,6153,145.0,2015
51278,Skoda,Superb,Hybrid,Manual,Used,11922,129.0,2020
158651,Ford,Focus,Petrol,Automatic,Used,4363,138.0,2016
55581,Opel,Astra,Diesel,Manual,Used,7271,173.0,2018
28555,Audi,A6,Petrol,Manual,Used,23063,113.0,2020
68461,SEAT,Leon,Diesel,Automatic,New,16471,128.0,2021
10779,Ford,Focus,Diesel,Manual,Used,13408,150.0,2020
500,Skoda,Octavia,Diesel,Manual,Used,14756,139.0,2020
23759,Ford,Mondeo,Diesel,Automatic,Used,13173,89.0,2021
52666,Audi,A3,Diesel,Automatic,Used,25295,126.0,2021
72637,Hyundai,i20,Diesel,Automatic,Used,8779,147.0,2018
146604,Ford,Kuga,Petrol,Automatic,Used,3909,95.0,2012
99306,Volkswagen,Golf,Petrol,Automatic,Used,6493,97.0,2012
42957,Ford,Kuga,Hybrid,Manual,Used,12328,50.0,2019
163160,Skoda,Superb,Diesel,Manual,Used,4154,50.0,2014
1806,BMW,X3,Diesel,Automatic,Used,22876,111.0,2019
6434,Audi,A4,Petrol,Automatic,Used,27550,136.0,2021
46438,BMW,1 Series,Diesel,Manual,Used,12528,63.0,2018
20580,Skoda,Superb,Diesel,,Used,14571,175.0,2019
128677,Renault,Megane,Petrol,Automatic,Used,3801,76.0,2014
120516,Hyundai,i20,Petrol,Automatic,Used,6357,165.0,2015
30149,Ford,Fiesta,Diesel,Automatic,Used,14385,149.0,2021
10812,Toyota,Yaris,Petrol,Automatic,Used,18781,226.0,2019
77391,Mercedes-Benz,C-Class,Petrol,Semi-automatic,Used,11407,131.0,2013
24184,Peugeot,308,Electric,Automatic,Used,16998,65.0,2021
72293,Skoda,Octavia,Diesel,Manual,New,9963,157.0,2016
94341,Peugeot,208,Petrol,Automatic,Used,7664,205.0,2020
155958,Peugeot,308,Petrol,Automatic,Used,4548,50.0,2016
144674,Skoda,Superb,Diesel,Automatic,Demonstration,5839,155.0,2017
117096,Audi,A3,Petrol,Manual,Used,7547,145.0,2012
139928,Skoda,Fabia,Petrol,Automatic,Used,4454,113.0,2014
90483,Peugeot,208,Diesel,Automatic,Used,6257,50.0,2018
56542,Hyundai,i20,Petrol,Manual,Used,11122,101.0,2020
152596,Hyundai,i20,Petrol,Semi-automatic,Used,3388,79.0,2011
209771,Mercedes-Benz,E-Class,Petrol,Automatic,Used,5641,189.0,2011
60017,SEAT,Ateca,Diesel,Automatic,Used,9652,123.0,2018
109484,BMW,1 Series,Petrol,Automatic,Used,10075,105.0,2015
500,Renault,Captur,Diesel,Manual,Used,14456,88.0,2020
187567,Hyundai,Tucson,Petrol,Automatic,Used,3149,135.0,2011
110886,Volkswagen,Tiguan,Petrol,Manual,Used,5774,111.0,2014
181267,SEAT,Leon,Petrol,Automatic,Used,3323,84.0,2011
68229,Hyundai,Kona,Petrol,Automatic,Used,10437,139.0,2018
36333,Toyota,C-HR,Diesel,Automatic,Demonstration,14708,104.0,2020
148400,Ford,Kuga,Diesel,Automatic,Used,3143,50.0,2012
147531,BMW,1 Series,Petrol,,Used,7458,153.0,2014
23039,Hyundai,i20,Diesel,Manual,Used,11286,140.0,2020
114068,Hyundai,Kona,Petrol,Manual,Used,3812,114.0,2011
34913,Skoda,Superb,Petrol,Manual,New,14756,95.0,2021
1685,Hyundai,i20,Electric,Automatic,Used,17116,126.0,2020
103651,Volkswagen,Golf,Diesel,Automatic,Used,5773,158.0,2012
114221,SEAT,Ateca,Petrol,Automatic,Used,4528,93.0,2012
69917,Volkswagen,Polo,,Manual,Used,11436,151.0,2018
161622,Hyundai,i30,Electric,Automatic,Used,4283,54.0,2011
15356,Renault,Megane,Petrol,Manual,Used,9301,118.0,2016
151572,Toyota,C-HR,Petrol,Semi-automatic,Used,4455,106.0,2011
130923,Skoda,Fabia,Petrol,Automatic,Used,6833,170.0,2016
104205,Volkswagen,Golf,Diesel,Automatic,Demonstration,6563,82.0,2014
54208,Volkswagen,Polo,Petrol,Automatic,Used,10615,91.0,2018
66505,Ford,Focus,Petrol,Manual,Used,8226,51.0,2020
117842,Renault,Captur,Diesel,Manual,Used,4962,84.0,2016
95761,BMW,1 Series,Hybrid,Automatic,Used,17553,138.0,2018
500,Toyota,C-HR,Electric,Automatic,Used,17739,50.0,2017
75673,Mercedes-Benz,A-Class,Hybrid,Manual,Used,24020,95.0,2021
157274,Opel,Mokka,Petrol,Manual,Used,3592,134.0,2013
221152,Mercedes-Benz,E-Class,Diesel,Automatic,New,9425,117.0,2013
77619,Opel,Insignia,Petrol,Manual,Used,4545,112.0,2015
500,Opel,Astra,Diesel,Manual,Demonstration,10081,50.0,2019
30253,Volkswagen,Passat,Petrol,Manual,Demonstration,16174,109.0,2020
110362,Skoda,Superb,Diesel,Automatic,Used,5421,124.0,2014
172878,Peugeot,208,Electric,Manual,New,4864,99.0,2012
112622,Hyundai,Tucson,Diesel,Manual,Used,6679,118.0,2017
71945,Audi,A6,Diesel,Manual,Used,14055,97.0,2017
96575,Toyota,Corolla,Diesel,Manual,Used,6867,88.0,2015
153295,Toyota,RAV4,Petrol,Automatic,Used,4259,75.0,2013
21028,Hyundai,i30,Diesel,Manual,Used,13294,158.0,2020
18101,Ford,Fiesta,Diesel,Manual,Used,12855,59.0,2020
81300,Toyota,Yaris,Diesel,Automatic,Used,10241,135.0,2019
119092,Skoda,Fabia,Diesel,Automatic,Used,6599,208.0,2017
172939,Volkswagen,Tiguan,Hybrid,Manual,Used,5853,157.0,2013
99112,Audi,Q5,Petrol,Manual,Used,13332,132.0,2015
90107,Renault,Captur,Diesel,Automatic,Demonstration,4515,131.0,2011
129813,BMW,X3,Diesel,Automatic,Used,8053,116.0,2013
78471,Opel,Insignia,Diesel,Automatic,Used,6036,83.0,2015
100460,Peugeot,308,Diesel,Manual,Demonstration,5982,98.0,2015
141512,BMW,5 Series,Diesel,Automatic,Used,6735,146.0,2011
14274,Opel,Insignia,Diesel,Manual,Used,12738,133.0,2021
98625,Mercedes-Benz,GLC,Diesel,Manual,Used,8933,142.0,2013
45175,Skoda,Fabia,Diesel,Automatic,Demonstration,9839,180.0,2016
132794,Mercedes-Benz,A-Class,Petrol,Automatic,Used,12044,118.0,2016
56062,Hyundai,i30,Diesel,Manual,Used,7602,119.0,2016
30012,Volkswagen,Polo,Petrol,Manual,Used,14920,50.0,2020
78408,Hyundai,i30,Petrol,Automatic,Used,11533,230.0,2019
62001,Peugeot,208,Electric,Manual,Used,9434,95.0,2020
132820,Toyota,Corolla,Diesel,Manual,Used,6149,138.0,2015
145600,Toyota,RAV4,Petrol,Manual,Used,5800,88.0,2013
130340,Mercedes-Benz,A-Class,Electric,Manual,New,15871,89.0,2015
123058,Hyundai,Kona,Hybrid,Automatic,Used,6684,115.0,2017
134876,SEAT,Ibiza,Petrol,Manual,Used,3171,52.0,2014
25698,Hyundai,Kona,Diesel,Automatic,Demonstration,9723,50.0,2016
131501,Toyota,C-HR,Hybrid,Automatic,Used,6205,173.0,2012
99373,Skoda,Fabia,Petrol,Manual,Used,8142,136.0,2017
38052,Ford,Fiesta,Diesel,Automatic,Used,8983,86.0,2018
146704,BMW,5 Series,Diesel,Manual,Used,9637,130.0,2016
27789,BMW,X3,,Automatic,Used,27805,166.0,2020
17984,Ford,Mondeo,Diesel,Automatic,Used,14622,99.0,2021
69366,Peugeot,3008,Petrol,Automatic,Used,8399,148.0,2020
143600,Skoda,Superb,Diesel,Manual,Used,4222,151.0,2012
36170,Opel,Insignia,Petrol,Automatic,Used,8704,64.0,2020
151469,Mercedes-Benz,C-Class,Diesel,Automatic,Demonstration,7984,147.0,2014
53471,Skoda,Superb,Petrol,Manual,Used,8347,125.0,2015
95015,SEAT,Ibiza,Petrol,Manual,Used,6274,194.0,2015
149020,Hyundai,Kona,Electric,Manual,Used,5947,133.0,2014
32296,Renault,Kadjar,Diesel,Manual,Used,9231,96.0,2020
111357,SEAT,Ateca,Diesel,Manual,Used,7482,99.0,2018
500,Toyota,Corolla,Diesel,Automatic,Used,22281,221.0,2021
500,Opel,Insignia,Diesel,Semi-automatic,Used,14278,99.0,2021
131939,Hyundai,Tucson,Hybrid,Manual,Used,6244,135.0,2015
90303,Ford,Kuga,Diesel,Automatic,Used,8823,116.0,2018
83236,BMW,X3,Diesel,Automatic,Used,11463,174.0,2016
104014,Opel,Astra,Petrol,Manual,Used,5168,161.0,2016
71082,BMW,3 Series,Diesel,Semi-automatic,Used,13968,,2019
31515,BMW,5 Series,Diesel,Automatic,Used,17400,109.0,2018
500,Toyota,RAV4,Petrol,Automatic,Used,22707,111.0,2021
51640,Peugeot,308,Diesel,Manual,Used,7371,50.0,2019
106643,Mercedes-Benz,A-Class,Petrol,Manual,Used,9488,116.0,2017
500,Toyota,Corolla,Petrol,Automatic,Used,20521,134.0,2021
143072,Volkswagen,Tiguan,Diesel,Manual,Demonstration,4578,69.0,2012
36452,Audi,A4,Petrol,Manual,Demonstration,23162,50.0,2019
119629,Renault,Kadjar,Electric,Manual,Used,5010,118.0,2015
104696,Audi,A4,Diesel,Manual,Used,10159,124.0,2015
25894,Renault,Megane,Petrol,Manual,Used,10911,131.0,2019
163700,Toyota,RAV4,Diesel,Automatic,Used,4221,78.0,2014
11126,Volkswagen,Polo,Petrol,Manual,Used,15596,132.0,2020
79777,Volkswagen,Golf,Petrol,Automatic,Used,9239,117.0,2016
64298,Hyundai,i30,Diesel,Automatic,Used,6103,162.0,2014
95023,Skoda,Kodiaq,Petrol,Automatic,Demonstration,7044,79.0,2014
123063,Skoda,Octavia,Diesel,Manual,Used,5933,161.0,2015
26221,Opel,Corsa,Petrol,Manual,Used,11963,183.0,2021
170983,Opel,Insignia,Petrol,Automatic,New,4806,126.0,2012
109284,Renault,Captur,Diesel,Automatic,Used,7377,143.0,2016
103070,Skoda,Fabia,Diesel,Manual,Used,10306,149.0,2020
63825,BMW,3 Series,Electric,Automatic,Used,17584,79.0,2016
18320,SEAT,Ibiza,Diesel,Automatic,Used,10550,104.0,2017
83231,Renault,Megane,Diesel,Manual,Used,4725,116.0,2014
125372,BMW,1 Series,Diesel,Automatic,Used,6814,212.0,2012
25899,Ford,Focus,Petrol,Automatic,Used,10630,73.0,2018
18278,Peugeot,508,Diesel,Automatic,Used,15293,204.0,2021
133843,SEAT,Ateca,Petrol,Manual,New,5957,101.0,2016
158888,BMW,3 Series,Petrol,Manual,Used,7306,107.0,2015
167651,Volkswagen,Polo,Diesel,Manual,Demonstration,4467,161.0,2012
89945,Skoda,Octavia,Petrol,Manual,Used,12196,206.0,2021
17527,Opel,Mokka,Diesel,Manual,Used,13291,133.0,2020
500,Hyundai,Tucson,Diesel,Automatic,Used,13274,181.0,2020
156861,Skoda,Fabia,Petrol,Manual,Used,4465,67.0,2014
10649,Hyundai,i30,Diesel,Manual,New,13023,87.0,2017
78575,Mercedes-Benz,A-Class,Electric,Automatic,New,21258,63.0,2015
153204,Opel,Astra,Petrol,Manual,Used,3110,84.0,2013
131417,BMW,5 Series,Diesel,Manual,Used,7534,132.0,2013
98317,Skoda,Octavia,Hybrid,Automatic,Used,10166,134.0,2015
33672,Mercedes-Benz,A-Class,Petrol,Automatic,Used,21970,204.0,2017
149622,Opel,Insignia,Diesel,Manual,Used,2987,198.0,2012
95128,Ford,Fiesta,Petrol,,Used,9473,121.0,2018
90699,Mercedes-Benz,C-Class,Hybrid,Automatic,Used,15605,94.0,2016
942,BMW,5 Series,Diesel,Automatic,Used,27516,181.0,2020
76336,Skoda,Kodiaq,Diesel,Semi-automatic,Demonstration,7260,165.0,2014
136664,Hyundai,i20,Petrol,Manual,Used,3414,125.0,2011
133732,Mercedes-Benz,C-Class,Diesel,Manual,Used,7933,140.0,2014
27026,Ford,Focus,Diesel,Automatic,Used,11637,155.0,2021
91982,Mercedes-Benz,GLC,,Manual,Used,10933,64.0,2014
500,Peugeot,208,Electric,Manual,Used,12005,57.0,2018
44700,Ford,Kuga,Petrol,Manual,Used,12568,112.0,2020
88580,Hyundai,Kona,Diesel,Manual,Used,4865,99.0,2014
84117,Mercedes-Benz,A-Class,Diesel,Manual,Demonstration,15436,124.0,2018
108536,Volkswagen,Polo,Diesel,Manual,Used,6256,101.0,2013
85423,Skoda,Octavia,Diesel,Semi-automatic,Used,5665,50.0,2014
125361,SEAT,Ibiza,Petrol,Manual,Used,4969,50.0,2014
142519,Hyundai,i20,Diesel,Automatic,Used,6792,160.0,2018
56216,Toyota,C-HR,Petrol,Manual,Used,15182,84.0,2020
139768,Toyota,Yaris,Petrol,Manual,Used,5313,97.0,2013
132560,SEAT,Ibiza,Petrol,Automatic,Used,5039,98.0,2014
500,Ford,Mondeo,Electric,Manual,Used,18641,73.0,2020
50718,Opel,Corsa,Petrol,Manual,Used,5915,68.0,2016
2117,BMW,5 Series,Electric,Automatic,Used,19754,171.0,2016
120546,Opel,Insignia,Petrol,Manual,Demonstration,6486,101.0,2018
203459,Ford,Kuga,Petrol,Manual,Used,3726,135.0,2012
43749,Volkswagen,Tiguan,Diesel,Semi-automatic,Used,10198,149.0,2020
109729,Mercedes-Benz,E-Class,Diesel,Manual,Demonstration,13070,123.0,2015
5694,Skoda,Superb,Electric,Automatic,Used,13813,163.0,2018
97325,Ford,Mondeo,Diesel,Manual,Used,5945,110.0,2015
107734,Hyundai,i30,Hybrid,Manual,Used,9170,174.0,2019
79600,Opel,Corsa,Diesel,Manual,Used,6813,148.0,2017
130237,Hyundai,Kona,Petrol,Automatic,Used,4396,164.0,2012
73468,SEAT,Ibiza,Diesel,Manual,Used,6053,65.0,2013
78311,Volkswagen,Golf,Hybrid,Automatic,Used,16388,141.0,2020
87547,Mercedes-Benz,A-Class,Diesel,Automatic,Demonstration,14497,50.0,2016
58514,Renault,Kadjar,Diesel,Automatic,Used,6785,186.0,2014
117651,Skoda,Octavia,Electric,Manual,Used,5449,78.0,2012
105286,Audi,Q5,Diesel,Automatic,Demonstration,9089,99.0,2012
10389,Skoda,Kodiaq,Diesel,Automatic,Used,13378,68.0,2021
22257,Toyota,C-HR,Electric,Manual,Used,23512,113.0,2021
87387,Ford,Fiesta,Petrol,Automatic,Used,6359,112.0,2015
162197,Volkswagen,Polo,Diesel,Manual,Used,3453,189.0,2013
107758,Audi,A6,Petrol,Automatic,Used,12265,163.0,2015
187181,Hyundai,i20,Diesel,Semi-automatic,Used,2855,83.0,2012
62498,Peugeot,508,Diesel,Manual,Used,6532,50.0,2017
181586,Toyota,RAV4,Petrol,Manual,Used,5397,50.0,2017
500,Toyota,Corolla,Diesel,Automatic,Used,17307,84.0,2021
88383,BMW,X3,Petrol,Automatic,Used,13908,63.0,2014
99079,Audi,A6,Diesel,Automatic,Used,11874,138.0,2013
142617,Volkswagen,Passat,Electric,Manual,Used,6318,99.0,2012
44816,Volkswagen,Tiguan,Petrol,Automatic,Used,9816,125.0,2015
85310,Toyota,C-HR,Diesel,Automatic,Used,10229,83.0,2017
98314,Hyundai,Kona,Electric,Semi-automatic,Used,5390,112.0,2011
50658,BMW,X3,Petrol,Manual,Used,19238,50.0,2019
42706,Renault,Captur,Diesel,Semi-automatic,Used,7225,106.0,2016
31655,Skoda,Fabia,Hybrid,Manual,Used,13743,150.0,2019
111159,Volkswagen,Golf,Diesel,Automatic,Used,8667,109.0,2016
230641,Toyota,Corolla,Diesel,Manual,Used,2971,126.0,2012
127270,Toyota,C-HR,Diesel,Automatic,New,6025,50.0,2011
69739,Skoda,Octavia,Diesel,Manual,Used,7140,50.0,2017
64668,Renault,Captur,Petrol,Manual,Used,5615,125.0,2016
14555,Ford,Focus,Petrol,Manual,Used,8533,160.0,2019
4976,Peugeot,308,Electric,Automatic,Used,16714,118.0,2020
178842,Opel,Astra,Diesel,Automatic,Used,3270,218.0,2012
102918,Hyundai,Tucson,Diesel,Automatic,New,8051,58.0,2014
213726,Volkswagen,Tiguan,Diesel,Automatic,Used,3371,91.0,2013
164559,Mercedes-Benz,GLC,Diesel,Manual,Demonstration,7970,112.0,2012
129650,Hyundai,Tucson,Hybrid,Manual,Used,4061,126.0,2011
152165,Audi,A3,Petrol,Manual,New,8894,79.0,2011
61935,Audi,A6,Petrol,Manual,Used,12273,62.0,2016
178002,Peugeot,208,Petrol,Automatic,Used,2992,149.0,2012
77643,Mercedes-Benz,E-Class,Diesel,Manual,Used,8606,113.0,2013
103067,Skoda,Superb,Diesel,Automatic,Used,4644,105.0,2012
39296,Audi,A6,Diesel,Automatic,Used,19582,149.0,2018
98903,Mercedes-Benz,C-Class,Petrol,Automatic,Used,14793,120.0,2017
58157,Hyundai,Kona,Diesel,Manual,Used,9006,109.0,2021
198319,Mercedes-Benz,E-Class,Diesel,Automatic,Used,5847,113.0,2012
153543,BMW,1 Series,Petrol,Automatic,Used,7599,85.0,2013
87099,Renault,Captur,Diesel,Manual,Used,6399,68.0,2016
87812,Toyota,RAV4,Petrol,Automatic,Used,8850,103.0,2018
109942,BMW,X3,Diesel,Manual,Used,8336,107.0,2012
